quandl_code,name,exchange,symbol,depth,method,date,open,high,low,settle,volume,prev_day_open_interest,front_contract
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/23/17,1711.3,1728.9,1707.8,1717.6,18804,91583,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/22/17,1709.7,1715,1701.2,1713.4,16847,92451,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/21/17,1744.7,1752.1,1708.8,1709.7,24927,92489,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/20/17,1753.5,1753.5,1740.4,1743.4,11735,93295,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/17/17,1751.6,1756.4,1747.4,1751.7,15255,94748,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/16/17,1747.7,1758.2,1746.5,1750.6,15621,91162,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/15/17,1731.9,1756.2,1731,1752.6,29203,84724,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/14/17,1737,1737,1719.8,1729.5,30812,71616,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/13/17,1734.4,1741.2,1728.6,1737,41797,47178,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/10/17,1728.6,1739.6,1722.8,1733.1,32865,31190,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/9/17,1734.3,1737.9,1718.4,1724.6,17707,14986,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/8/17,1738.3,1746.5,1731.6,1732.5,8492,400,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/7/17,1746.3,1750.7,1739.3,1740.2,351,125,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/6/17,1743.6,1752.5,1743.3,1749.1,93,41,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/3/17,1756.7,1762.4,1752.9,1759.8,1,41,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/2/17,1775.3,1779.1,1758.8,1759,8,34,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,3/1/17,1768.4,1781,1767.6,1778.8,3,33,MDM2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/28/17,1765.8,1768.7,1748.7,1749.6,17873,97677,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/27/17,1755.3,1769.6,1753.9,1768.8,13056,97855,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/24/17,1753.8,1758.1,1740,1757.5,11134,97350,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/23/17,1763.7,1768.7,1747.5,1754.6,12963,97517,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/22/17,1769.6,1771.3,1758.8,1763.1,9956,97442,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/21/17,1754.9,1771,1753.8,1770.3,11702,96737,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/17/17,1752.4,1756.3,1742.9,1755.2,10309,96215,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/16/17,1756.9,1758.7,1745.2,1753.8,11564,95608,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/15/17,1750.1,1758,1744.2,1755,8945,94708,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/14/17,1745.6,1753,1737.9,1749.7,11737,94603,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/13/17,1742.8,1752.1,1741.3,1745.4,11036,94787,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/10/17,1732.2,1744.1,1731.3,1740.4,11275,95225,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/9/17,1716.2,1734.7,1713.6,1731.6,13756,94526,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/8/17,1713.5,1717.7,1701.2,1715.3,14156,94448,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/7/17,1718.9,1726.2,1710.1,1714.5,13331,94137,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/6/17,1726.9,1728.2,1715.6,1718.9,11490,94260,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/3/17,1703.5,1728,1699.9,1726.7,15775,93341,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/2/17,1700.7,1711.7,1693,1704.1,19691,93727,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,2/1/17,1708.5,1723,1696.3,1703,21520,94029,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/31/17,1702.5,1710.8,1692.2,1707.4,22779,95906,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/30/17,1712.4,1712.4,1685.6,1702.5,21423,95732,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/27/17,1725.1,1730.6,1712.3,1716.6,13807,95850,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/26/17,1730.4,1736.8,1721.7,1725.1,13885,96107,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/25/17,1715.7,1732.2,1713.2,1730.2,14226,97558,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/24/17,1693.2,1721.8,1691.5,1717.1,20070,96571,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/23/17,1694.6,1697.5,1682.5,1691.5,16313,96679,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/20/17,1688.5,1700.8,1688.5,1695.7,18191,97085,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/19/17,1698.8,1706.6,1680.9,1687.3,18447,97223,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/18/17,1691.2,1700.5,1687.6,1699.5,15376,97587,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/17/17,1705.8,1707.1,1689.3,1692.2,18836,97549,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/13/17,1698.6,1714.7,1698.5,1707.5,16635,96960,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/12/17,1707.5,1708.1,1680.1,1699,19704,95934,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/11/17,1700.3,1709.2,1695.5,1706.8,20541,95810,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/10/17,1690.2,1707.8,1685.8,1701.1,15415,96915,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/9/17,1700,1703.3,1687.6,1690,15701,96482,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/6/17,1704.4,1710.2,1698.3,1701.3,13493,97141,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/5/17,1712.7,1715.5,1696.5,1703.6,14242,97990,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/4/17,1689.5,1718,1689.2,1716,21704,95876,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,1/3/17,1684.3,1702.2,1679.4,1689.7,19753,95957,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/30/16,1688.5,1695.6,1677.5,1681,12692,96208,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/29/16,1683.9,1692.5,1681.1,1687.9,7908,96321,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/28/16,1698.9,1705.3,1680.6,1683.2,11599,96014,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/27/16,1692.8,1705.3,1691.7,1700.6,6508,96269,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/23/16,1691.6,1695.7,1690,1694.1,7326,97109,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/22/16,1699.2,1702,1685.9,1690.9,9214,96607,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/21/16,1706.9,1709.6,1698.4,1700.8,9349,97328,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/20/16,1700.2,1710.6,1698.9,1708.3,10156,97149,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/19/16,1692.5,1700.3,1690.1,1698.8,10879,96569,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/16/16,1694.5,1705.9,1685.5,1687.2,21359,98200,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/15/16,1688.6,1703.2,1682.3,1692.3,18184,96096,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/14/16,1707.8,1711.6,1683.5,1685.4,28867,91044,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/13/16,1702.5,1713,1697.8,1707.4,40366,70819,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/12/16,1712.9,1719.7,1698.6,1703.3,50587,42291,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/9/16,1716.7,1720.3,1709.7,1712.3,29132,27078,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/8/16,1696.9,1719.6,1695.3,1716.7,21680,1617,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/7/16,1674.3,1699.5,1672.9,1697.5,3463,88,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/6/16,1665.9,1678.9,1660.1,1678,78,36,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/5/16,1645.9,1662.5,1636.9,1661.1,14,29,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/2/16,1638.5,1646.2,1638.5,1643.2,1,30,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,12/1/16,1648.9,1652.2,1638.8,1641.6,31,5,MDH2017
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/30/16,1650.5,1658.3,1645,1646.3,18511,88475,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/29/16,1646.6,1656,1644.6,1650.4,11431,86553,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/28/16,1658.3,1658.4,1645.7,1647.5,15038,84702,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/25/16,1653.3,1660.5,1651.4,1658.9,4715,84149,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/23/16,1645.9,1654.3,1641.6,1653.9,10323,83097,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/22/16,1634.4,1648.1,1633.9,1647,14869,80090,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/21/16,1622.7,1636.8,1622.7,1634.8,14540,78673,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/18/16,1622.7,1626.7,1617.4,1623.9,11616,77281,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/17/16,1613.6,1625.4,1613.4,1623.2,12987,75980,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/16/16,1613.3,1616.5,1606.7,1613.5,12901,75144,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/15/16,1603.6,1615.4,1600.6,1612.7,13240,75496,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/14/16,1583.5,1606.4,1581.5,1605.9,20356,75789,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/11/16,1564.1,1582.8,1559.6,1580.2,14585,76128,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/10/16,1553,1577.1,1553,1564,23623,75943,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/9/16,1531.8,1562.3,1453.5,1557.6,29158,77096,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/8/16,1525.6,1536.7,1518,1529.2,19358,78037,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/7/16,1512.9,1527.9,1512.3,1526.4,19034,79423,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/4/16,1492.4,1508.6,1489.7,1494.8,19736,79415,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/3/16,1493.1,1503.3,1489.1,1492.2,14573,80833,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/2/16,1508.3,1509.9,1492.6,1495.2,19008,81746,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,11/1/16,1527.2,1533.3,1501.5,1509.7,22521,82737,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/31/16,1516,1529.8,1511.6,1526.2,18133,84686,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/28/16,1517.9,1528.9,1508.7,1515.5,18756,85470,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/27/16,1532.5,1537.9,1513.9,1517.9,16610,84524,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/26/16,1539.3,1539.5,1527.7,1531.2,11159,84008,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/25/16,1550.4,1554.3,1537,1538.9,12207,83677,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/24/16,1544.6,1560.7,1543.7,1551.3,12450,83419,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/21/16,1544.4,1546.3,1530.1,1543.1,12046,83513,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/20/16,1548.6,1553.8,1536.6,1544.4,12391,84248,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/19/16,1541.9,1554.2,1538.5,1550.4,16425,84326,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/18/16,1536,1551.3,1536,1544.3,11160,83703,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/17/16,1535.8,1541.4,1530.2,1534.6,14581,82460,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/14/16,1534.7,1549.6,1533.6,1535.9,14164,82982,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/13/16,1537.2,1540.6,1522.2,1536.2,13927,82687,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/12/16,1539.4,1547.6,1533.9,1543,14231,82857,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/11/16,1563.3,1564.1,1530.5,1537.1,22853,83765,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/10/16,1552.6,1572.1,1550.5,1562.5,12745,83405,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/7/16,1561.2,1565.5,1542.7,1550.2,16538,83414,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/6/16,1556.9,1563,1549.7,1560.5,13089,83446,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/5/16,1550.7,1565.8,1547.9,1558.1,19551,83071,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/4/16,1557.7,1562.8,1544.1,1550.2,22532,83703,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,10/3/16,1566.8,1569.8,1554.9,1557.7,21995,84347,MDZ2016
CME_MD1_FB,"CME S&P 400 Midcap Index Futures #1 (MD1) - Front Month - Backwards Panama Adjusted Prices, Roll on First of Month",CME,MD,1,FB,9/30/16,1556.7,1574.9,1548.8,1569,22601,85271,MDZ2016
